institutionId:ID,name,:LABEL
237272,上海德天股权投资基金中心(有限合伙),金融机构
237273,上海德心股权投资基金中心(有限合伙),金融机构
237274,上海德粤股权投资基金中心(有限合伙),金融机构
237275,上海恒昊保险经纪有限公司,金融机构
237276,上海恒祐股权投资基金有限公司,金融机构
237277,上海招银股权投资基金管理有限公司,金融机构
237278,上海文化产业股权投资基金合伙企业(有限合伙),金融机构
237279,上海新丝路华信股权投资基金合伙企业(有限合伙),金融机构
237280,上海新丝路国际股权投资基金有限公司,金融机构
237281,上海新暻铧通股权投资基金合伙企业(有限合伙),金融机构
237282,上海新社股权投资基金有限公司,金融机构
237283,上海时利股权投资基金管理有限公司,金融机构
237284,上海明天金砖股权投资基金有限公司,金融机构
237285,上海易方达新希望股权投资基金(有限合伙),金融机构
237286,上海星恒股权投资基金管理有限公司,金融机构
237287,上海星望股权投资基金管理有限公司,金融机构
237288,上海普示保险咨询服务有限公司,金融机构
237289,上海智霈股权投资基金管理有限公司,金融机构
237290,上海有鱼基金销售有限公司,金融机构
237291,上海松江民生村镇银行股份有限公司,金融机构
237292,上海枫逸股权投资基金管理有限公司,金融机构
237293,上海格胜股权投资基金管理有限公司,金融机构
237294,上海正洲股权投资基金管理有限公司,金融机构
237295,上海汇至股权投资基金中心(有限合伙),金融机构
237296,上海沁朴股权投资基金合伙企业(有限合伙),金融机构
237297,上海沙钢股权投资基金管理有限公司,金融机构
237298,上海浦东人民招银文化产业股权投资基金合伙企业(有限合伙),金融机构
237299,上海浦东发展银行股份有限公司,金融机构
237300,上海浦东发展银行股份有限公司深圳三家店社区支行,金融机构
237301,上海浦东发展银行股份有限公司深圳丽湾商务公寓社区支行,金融机构
237302,上海浦东发展银行股份有限公司深圳保税区支行,金融机构
237303,上海浦东发展银行股份有限公司深圳华侨城支行,金融机构
237304,上海浦东发展银行股份有限公司深圳南山支行,金融机构
237305,上海浦东发展银行股份有限公司深圳后海支行,金融机构
237306,上海浦东发展银行股份有限公司深圳固戍村社区支行,金融机构
237307,上海浦东发展银行股份有限公司深圳坪山支行,金融机构
237308,上海浦东发展银行股份有限公司深圳大浪社区支行,金融机构
237309,上海浦东发展银行股份有限公司深圳家和盛世社区支行,金融机构
237310,上海浦东发展银行股份有限公司深圳布吉支行,金融机构
237311,上海浦东发展银行股份有限公司深圳文锦支行,金融机构
237312,上海浦东发展银行股份有限公司深圳新安支行,金融机构
237313,上海浦东发展银行股份有限公司深圳新洲支行,金融机构
237314,上海浦东发展银行股份有限公司深圳新港商城社区支行,金融机构
237315,上海浦东发展银行股份有限公司深圳星海名城社区支行,金融机构
237316,上海浦东发展银行股份有限公司深圳景田支行,金融机构
237317,上海浦东发展银行股份有限公司深圳机场支行,金融机构
237318,上海浦东发展银行股份有限公司深圳梅林支行,金融机构
237319,上海浦东发展银行股份有限公司深圳横岗支行,金融机构
237320,上海浦东发展银行股份有限公司深圳水榭春天社区支行,金融机构
237321,上海浦东发展银行股份有限公司深圳沙井支行,金融机构
237322,上海浦东发展银行股份有限公司深圳泰然支行,金融机构
237323,上海浦东发展银行股份有限公司深圳洪湖大厦社区支行,金融机构
237324,上海浦东发展银行股份有限公司深圳深南中路支行,金融机构
237325,上海浦东发展银行股份有限公司深圳滨海支行,金融机构
237326,上海浦东发展银行股份有限公司深圳皇御苑社区支行,金融机构
237327,上海浦东发展银行股份有限公司深圳福华支行,金融机构
237328,上海浦东发展银行股份有限公司深圳福永支行,金融机构
237329,上海浦东发展银行股份有限公司深圳福田支行,金融机构
237330,上海浦东发展银行股份有限公司深圳福电园社区支行,金融机构
237331,上海浦东发展银行股份有限公司深圳科技园支行,金融机构
237332,上海浦东发展银行股份有限公司深圳科苑支行,金融机构
237333,上海浦东发展银行股份有限公司深圳纯水岸社区支行,金融机构
237334,上海浦东发展银行股份有限公司深圳绿茵丰和社区支行,金融机构
237335,上海浦东发展银行股份有限公司深圳观澜支行,金融机构
237336,上海浦东发展银行股份有限公司深圳金海华府社区支行,金融机构
237337,上海浦东发展银行股份有限公司深圳高新奇社区支行,金融机构
237338,上海浦东发展银行股份有限公司深圳龙华支行,金融机构
237339,上海浦东发展银行股份有限公司深圳龙岗支行,金融机构
237340,上海浦东建信村镇银行有限责任公司,金融机构
237341,上海浦东恒通村镇银行股份有限公司,金融机构
237342,上海浦东联合信托投资有限责任公司,金融机构
237343,上海淮茂股权投资基金管理合伙企业(有限合伙),金融机构
237344,上海源本新媒体股权投资基金合伙企业(有限合伙),金融机构
237345,上海漕河泾开发区东方股权投资基金管理有限公司,金融机构
237346,上海煜信股权投资基金合伙企业(有限合伙),金融机构
237347,上海爱建信托有限责任公司,金融机构
237348,上海物联网二期创业投资基金合伙企业(有限合伙),金融机构
237349,上海物联网创业投资基金合伙企业(有限合伙),金融机构
237350,上海瑞力嘉成股权投资基金合伙企业(有限合伙),金融机构
237351,上海瑞力投资基金管理有限公司,金融机构
237352,上海瑞力文化发展股权投资基金合伙企业(有限合伙),金融机构
237353,上海瑞力文化并购股权投资基金合伙企业(有限合伙),金融机构
237354,上海瑞力新兴产业投资基金(有限合伙),金融机构
237355,上海瑞成股权投资基金管理有限公司,金融机构
237356,上海申创股权投资基金合伙企业(有限合伙),金融机构
237357,上海申银万国证券研究所有限公司,金融机构
237358,上海皓玥挲迦股权投资基金合伙企业(有限合伙),金融机构
237359,上海皖新文科股权投资基金合伙企业(有限合伙),金融机构
237360,上海盛资信股权投资基金合伙企业(有限合伙),金融机构
237361,上海真者保险经纪有限公司,金融机构
237362,上海知烨知识产权股权投资基金中心(有限合伙),金融机构
237363,上海矩诚鑫二期股权投资基金合伙企业(有限合伙),金融机构
237364,上海祥昭股权投资基金合伙企业(有限合伙),金融机构
237365,上海祥骞股权投资基金合伙企业(有限合伙),金融机构
237366,上海禾苗股权投资基金管理有限公司,金融机构
237367,上海科创中心一期股权投资基金合伙企业(有限合伙),金融机构
237368,上海科创中心股权投资基金管理有限公司,金融机构
237369,上海稳捷股权投资基金合伙企业(有限合伙),金融机构
237370,上海绿地金谷股权投资基金管理有限公司,金融机构
237371,上海绿联君和产业并购股权投资基金合伙企业(有限合伙),金融机构
237372,上海联创永沂二期股权投资基金合伙企业(有限合伙),金融机构
237373,上海聚源聚芯集成电路产业股权投资基金中心(有限合伙),金融机构
237374,上海肯阳海外投资基金合伙企业(有限合伙),金融机构
237375,上海胥诚股权投资基金合伙企业(有限合伙),金融机构
237376,上海能源基金投资有限公司,金融机构
237377,上海自贸区股权投资基金管理有限公司,金融机构
237378,上海自贸试验区一期股权投资基金合伙企业(有限合伙),金融机构
237379,上海自贸试验区三期股权投资基金合伙企业(有限合伙),金融机构
237380,上海自贸试验区二期股权投资基金合伙企业(有限合伙),金融机构
237381,上海致达海蓝股权投资基金管理有限公司,金融机构
237382,上海艾之瑞股权投资基金合伙企业(有限合伙),金融机构
237383,上海艾尼特保险代理有限公司,金融机构
237384,上海英仕曼海外投资基金合伙企业(有限合伙),金融机构
237385,上海荣广保险代理有限公司,金融机构
237386,上海葳蕤股权投资基金有限公司,金融机构
237387,上海葳蕤股权投资基金管理有限公司,金融机构
237388,上海蚂蚁韵保保险代理有限公司,金融机构
237389,上海融溢达股权投资基金管理有限公司,金融机构
237390,上海衡泰股权投资基金管理有限公司,金融机构
237391,上海誉瀚股权投资基金合伙企业(有限合伙),金融机构
237392,上海誉申股权投资基金合伙企业(有限合伙),金融机构
237393,上海证券中央登记结算公司,金融机构
237394,上海证券交易所,金融机构
237395,上海证券交易所深圳办事处,金融机构
237396,上海证券有限责任公司,金融机构
237397,上海证券有限责任公司深圳南山后海大道证券营业部,金融机构
237398,上海证券有限责任公司深圳民田路证券营业部,金融机构
237399,上海证券有限责任公司深圳福虹路证券营业部,金融机构
237400,上海诚鼎城市产业投资基金合伙企业(有限合伙),金融机构
237401,上海诚鼎城市发展投资基金合伙企业(有限合伙),金融机构
237402,上海诚鼎并购股权投资基金合伙企业(有限合伙),金融机构
237403,上海诚鼎德同股权投资基金有限公司,金融机构
237404,上海诚鼎扬子股权投资基金管理合伙企业(有限合伙),金融机构
237405,上海赛晓招荣股权投资基金合伙企业(有限合伙),金融机构
237406,上海赛领丰禾股权投资基金合伙企业(有限合伙),金融机构
237407,上海赛领卓卉股权投资基金合伙企业(有限合伙),金融机构
237408,上海赛领卓恪股权投资基金合伙企业(有限合伙),金融机构
237409,上海赛领卓谨股权投资基金合伙企业(有限合伙),金融机构
237410,上海赛领博达科通股权投资基金合伙企业(有限合伙),金融机构
237411,上海赛领嘉远股权投资基金合伙企业(有限合伙),金融机构
237412,上海赛领并购投资基金合伙企业(有限合伙),金融机构
237413,上海赛领恒槐股权投资基金合伙企业(有限合伙),金融机构
237414,上海赛领春巢股权投资基金有限公司,金融机构
237415,上海赛领汇鸿股权投资基金合伙企业(有限合伙),金融机构
237416,上海赛领皇氏股权投资基金合伙企业(有限合伙),金融机构
237417,上海赛领股权投资基金合伙企业(有限合伙),金融机构
237418,上海赛领英利股权投资基金合伙企业(有限合伙),金融机构
237419,上海赛领讯达股权投资基金合伙企业(有限合伙),金融机构
237420,上海赛领辅仁股权投资基金合伙企业(有限合伙),金融机构
237421,上海超越摩尔股权投资基金合伙企业(有限合伙),金融机构
237422,上海轨道交通上盖物业股权投资基金合伙企业(有限合伙),金融机构
237423,上海辉珈股权投资基金合伙企业(有限合伙),金融机构
237424,上海通驰股权投资基金管理有限公司,金融机构
237425,上海道基金兴投资合伙企业(有限合伙),金融机构
237426,上海道基金滨投资合伙企业(有限合伙),金融机构
237427,上海金浦临港智能科技股权投资基金合伙企业(有限合伙),金融机构
237428,上海金浦信诚移动互联股权投资基金合伙企业(有限合伙),金融机构
237429,上海金浦医疗健康股权投资基金管理有限公司,金融机构
237430,上海金浦国调并购股权投资基金合伙企业(有限合伙),金融机构
237431,上海金浦新兴产业股权投资基金合伙企业(有限合伙),金融机构
237432,上海金砖一期股权投资基金合伙企业(有限合伙),金融机构
237433,上海金融发展投资基金二期(贰)(有限合伙),金融机构
237434,上海金融发展浦江投资基金(有限合伙),金融机构
237435,上海金诚保险代理有限公司,金融机构
237436,上海鑫河保险经纪有限公司,金融机构
237437,上海银行股份有限公司,金融机构
237438,上海银行股份有限公司深圳东部支行,金融机构
237439,上海银行股份有限公司深圳光明支行,金融机构
237440,上海银行股份有限公司深圳分行,金融机构
237441,上海银行股份有限公司深圳君汇支行,金融机构
237442,上海银行股份有限公司深圳宝新支行(简称:上海银行深圳宝新支行),金融机构
237443,上海银行股份有限公司深圳海景社区支行,金融机构
237444,上海银行股份有限公司深圳福莲支行,金融机构
237445,上海银行股份有限公司深圳红岭支行,金融机构
237446,上海银行股份有限公司深圳西丽支行,金融机构
237447,上海银行股份有限公司深圳龙华支行,金融机构
237448,上海长发钜元股权投资基金管理有限公司,金融机构
237449,上海长江保险经纪有限公司,金融机构
237450,上海长江联合股权投资基金管理股份有限公司,金融机构
237451,上海陆金所基金销售有限公司,金融机构
237452,上海隆挚股权投资基金合伙企业(有限合伙),金融机构
237453,上海雅弘股权投资基金中心(有限合伙),金融机构
237454,上海集成电路产业投资基金股份有限公司,金融机构
237455,上海雨峰股权投资基金合伙企业(有限合伙),金融机构
237456,上海顺途保险经纪有限公司,金融机构
237457,上海首农大生股权投资基金管理有限公司,金融机构
237458,上海高鲲股权投资基金管理有限公司,金融机构
237459,上海鸿骞股权投资基金管理有限公司,金融机构
237460,上海鼎弢股权投资基金合伙企业(有限合伙),金融机构
237461,上海鼎柏股权投资基金合伙企业(有限合伙),金融机构
237462,上海齐步股权投资基金有限公司,金融机构
237463,上海齐泓股权投资基金合伙企业(有限合伙),金融机构
237464,上银基金管理有限公司,金融机构
237465,上饶市上投产业发展基金中心(有限合伙),金融机构
237466,上饶市发展升级引导基金(有限合伙),金融机构
237467,世茂澳亚基金管理有限公司,金融机构
237468,东丰吉银村镇银行股份有限公司,金融机构
237469,东久至琇(嘉兴)股权投资基金合伙企业(有限合伙),金融机构
237470,东亚中蒙俄跨境通道铁路投资基金(深圳)有限公司,金融机构
237471,东亚银行有限公司,金融机构
237472,东兴开发开放基金管理中心(有限合伙),金融机构
237473,东兴证券投资有限公司,金融机构
237474,东兴证券股份有限公司,金融机构
237475,东兴证券股份有限公司深圳金田路证券营业部,金融机构
237476,东创优势(上海)股权投资基金管理有限公司,金融机构
237477,东北证券股份有限公司,金融机构
237478,东北证券股份有限公司前海分公司,金融机构
237479,东北证券股份有限公司广州南沙金沙路证券营业部,金融机构
237480,东北证券股份有限公司深圳分公司,金融机构
237481,东北证券股份有限公司深圳科技园分公司,金融机构
237482,东北证券股份有限公司襄阳春园路证券营业部,金融机构
237483,东北证券股份有限公司长春丹江街证券营业部,金融机构
237484,东吴人寿保险股份有限公司,金融机构
237485,东吴基金管理有限公司,金融机构
237486,东吴并购股权投资基金(上海)合伙企业(有限合伙),金融机构
237487,东吴证券股份有限公司,金融机构
237488,东吴证券股份有限公司深圳分公司,金融机构
237489,东吴证券股份有限公司深圳龟山路证券营业部,金融机构
237490,东山润鑫村镇银行股份有限公司,金融机构
237491,东方人寿保险股份有限公司,金融机构
237492,东方基金管理有限责任公司,金融机构
237493,东方大地(武汉)保险经纪有限公司,金融机构
237494,东方大地影视产业投资基金管理无锡有限公司,金融机构
237495,东方富海(芜湖)二号股权投资基金(有限合伙),金融机构
237496,东方富海(芜湖)股权投资基金(有限合伙),金融机构
237497,东方惠丰村镇银行股份有限公司,金融机构
237498,东方民生投资基金管理(深圳)有限公司,金融机构
237499,东方花旗证券有限公司,金融机构
237500,东方证券股份有限公司,金融机构
237501,东方证券股份有限公司深圳海德三道证券营业部,金融机构
237502,东方证券股份有限公司深圳深南东路证券营业部,金融机构
237503,东方证券股份有限公司深圳深南大道证券营业部,金融机构
237504,东方证券股份有限公司深圳金田路证券营业部,金融机构
237505,东旭(德阳)石墨烯产业发展基金合伙企业(有限合伙),金融机构
237506,东明明隆股权投资基金(有限合伙),金融机构
237507,东海基金管理有限责任公司,金融机构
237508,东海证券股份有限公司,金融机构
237509,东润保险经纪有限公司,金融机构
237510,东湖产业投资基金管理有限公司,金融机构
237511,东至徽银城镇化一号基金管理中心(有限合伙),金融机构
237512,东莞信托有限公司,金融机构
237513,东莞农村商业银行股份有限公司,金融机构
237514,东莞大朗东盈村镇银行股份有限公司,金融机构
237515,东莞市中堂中昊股权投资基金合伙企业(有限合伙),金融机构
237516,东莞市南枫佳誉保险代理有限公司,金融机构
237517,东莞市常平东银赛富股权投资基金合伙企业(有限合伙),金融机构
237518,东莞市道滘道建基础设施和公共服务投资基金合伙企业(有限合伙),金融机构
237519,东莞市青狮创业投资基金合伙企业(有限合伙),金融机构
237520,东莞市麻涌汽车产业股权投资基金合伙企业(有限合伙),金融机构
237521,东莞莞信基础设施和公共服务投资基金合伙企业(有限合伙),金融机构
237522,东莞虎门长江村镇银行股份有限公司,金融机构
237523,东营从容股权投资基金(有限合伙),金融机构
237524,东营兴业建设基金(有限合伙),金融机构
237525,东营农银建设基金(有限合伙),金融机构
237526,东营市吉月股权投资基金(有限合伙),金融机构
237527,东营广利港码头建设基金(有限合伙),金融机构
237528,东营河口中成村镇银行股份有限公司,金融机构
237529,东营银行股份有限公司,金融机构
237530,东证胜利(青岛)股权投资基金管理有限公司,金融机构
237531,东证融汇证券资产管理有限公司,金融机构
237532,东辽农商村镇银行股份有限公司,金融机构
237533,东阳市英洛华股权投资基金合伙企业(有限合伙),金融机构
237534,中亚联合基金管理有限公司,金融机构
237535,中交华东(上海)股权投资基金合伙企业(有限合伙),金融机构
237536,中人保险经纪有限公司,金融机构
237537,中人保险经纪有限公司深圳分公司,金融机构
237538,中亿保险经纪(北京)有限公司,金融机构
237539,中以创新发展基金(有限合伙),金融机构
237540,中企(宁夏)投资基金管理有限公司,金融机构
237541,中企鼎鑫基金管理(北京)有限公司,金融机构
237542,中保保险资产登记交易系统有限公司,金融机构
237543,中保投中燃(深圳)清洁能源发展基金(有限合伙),金融机构
237544,中保投京杭大运河(扬州)生态基金合伙企业(有限合伙),金融机构
237545,中保投华侨城(深圳)旅游文化城市更新股权投资基金合伙企业(有限合伙),金融机构
237546,中保投华润(深圳)城镇综合开发基金合伙企业(有限合伙),金融机构
237547,中保投华融(深圳)产业升级股权投资发展基金合伙企业(有限合伙),金融机构
237548,中保投叁号(深圳)股权投资专项基金合伙企业(有限合伙),金融机构
237549,中保投双创上海城市发展股权投资基金合伙企业(有限合伙),金融机构
237550,中保投壹号(深圳)股权投资专项基金合伙企业(有限合伙),金融机构
237551,中保投招商国协仓储物流(深圳)股权投资基金合伙企业(有限合伙),金融机构
237552,中保投招商国协清洁能源(深圳)股权投资基金合伙企业(有限合伙),金融机构
237553,中保投贰号(深圳)股权投资专项基金合伙企业(有限合伙),金融机构
237554,中信产业投资基金管理有限公司,金融机构
237555,中信医疗健康股权投资基金管理(上海)有限公司,金融机构
237556,中信国安(北京)基金管理有限公司,金融机构
237557,中信国安(深圳)基金管理有限公司,金融机构
237558,中信工程股权投资基金管理(武汉)有限公司,金融机构
237559,中信并购基金管理有限公司,金融机构
237560,中信并购投资基金(深圳)合伙企业(有限合伙),金融机构
237561,中信建投(深圳)战略新兴产业股权投资基金合伙企业(有限合伙),金融机构
237562,中信建投基金管理有限公司,金融机构
237563,中信建投证券股份有限公司,金融机构
237564,中信建投证券股份有限公司深圳分公司,金融机构
237565,中信建投证券股份有限公司深圳学府路证券营业部,金融机构
237566,中信建投证券股份有限公司深圳宝安创业一路证券营业部,金融机构
237567,中信建投证券股份有限公司深圳宝安前进一路证券营业部,金融机构
237568,中信建投证券股份有限公司深圳梅林中康路卓悦汇证券营业部,金融机构
237569,中信建投证券股份有限公司深圳深南中路中核大厦证券营业部,金融机构
237570,中信建投证券股份有限公司深圳深南中路证券营业部,金融机构
237571,中信建投证券股份有限公司深圳登良路阿里中心证券营业部,金融机构
237572,中信建投证券股份有限公司深圳福中路证券营业部,金融机构
237573,中信建投证券股份有限公司黄石广场路证券营业部,金融机构
237574,中信百信银行股份有限公司,金融机构
237575,中信置业基金管理(北京)有限公司,金融机构
237576,中信证券(山东)有限责任公司,金融机构
237577,中信证券(浙江)有限责任公司,金融机构
237578,中信证券(青岛)培训中心酒店管理有限公司,金融机构
237579,中信证券投资有限公司,金融机构
237580,中信证券股份有限公司,金融机构
237581,中信证券股份有限公司深圳分公司,金融机构
237582,中信证券股份有限公司深圳前海自贸区证券营业部,金融机构
237583,中信证券股份有限公司深圳宝安证券营业部,金融机构
237584,中信证券股份有限公司深圳深南中路中信大厦证券营业部,金融机构
237585,中信证券股份有限公司深圳深南大道证券营业部,金融机构
237586,中信证券股份有限公司深圳滨海大道证券营业部,金融机构
237587,中信证券股份有限公司深圳福田南证券营业部,金融机构
237588,中信资本(深圳)信息技术创业投资基金企业(有限合伙),金融机构
237589,中信金石基金管理有限公司,金融机构
237590,中信银行股份有限公司,金融机构
237591,中信银行股份有限公司信用卡中心,金融机构
237592,中信银行股份有限公司信用卡中心深圳分中心,金融机构
237593,中信银行股份有限公司深圳三诺大厦支行,金融机构
